timestamp,pod_name,Status,initial_node,running_node,ran_delay,inter_node_delay
2024-12-06 17:02:09.410,aeneas-pod-bu-1,Pending,minikube,minikube-m03,322,31,
2024-12-06 17:02:09.425,aeneas-pod-bu-1,Pending,minikube,minikube-m03,322,31,
2024-12-06 17:02:09.431,julius-pod-bu-3,Pending,minikube-m04,minikube,465,26,
2024-12-06 17:02:09.435,julius-pod-bu-3,Pending,minikube-m04,minikube,465,26,
2024-12-06 17:02:09.440,julius-pod-bu-5,Pending,minikube-m03,minikube-m03,203,0,
2024-12-06 17:02:09.460,julius-pod-bu-5,Pending,minikube-m03,minikube-m03,203,0,
2024-12-06 17:02:09.464,mrleo-pod-gu-7,Pending,minikube-m03,minikube-m02,167,21,
2024-12-06 17:02:09.469,mrleo-pod-gu-7,Pending,minikube-m03,minikube-m02,167,21,
2024-12-06 17:02:09.476,mrleo-pod-be-9,Pending,minikube-m02,minikube-m03,159,21,
2024-12-06 17:02:09.482,mrleo-pod-be-9,Pending,minikube-m02,minikube-m03,159,21,
2024-12-06 17:02:09.487,aeneas-pod-be-11,Pending,minikube,minikube-m04,575,26,
2024-12-06 17:02:09.496,aeneas-pod-be-11,Pending,minikube,minikube-m04,575,26,
2024-12-06 17:02:10.124,julius-pod-be-2,Pending,minikube,minikube-m04,255,26,
2024-12-06 17:02:10.156,julius-pod-be-2,Pending,minikube,minikube-m04,255,26,
2024-12-06 17:02:10.159,aeneas-pod-gu-6,Pending,minikube,minikube-m02,516,21,
2024-12-06 17:02:10.165,aeneas-pod-gu-6,Pending,minikube,minikube-m02,516,21,
2024-12-06 17:02:10.168,mrleo-pod-be-10,Pending,minikube-m02,minikube,113,21,
2024-12-06 17:02:10.198,mrleo-pod-be-10,Pending,minikube-m02,minikube,113,21,
2024-12-06 17:02:10.719,mrleo-pod-be-9,Running,minikube-m02,minikube-m03,159,21,
2024-12-06 17:02:10.801,aeneas-pod-bu-1,Running,minikube,minikube-m03,322,31,
2024-12-06 17:02:10.830,aeneas-pod-be-4,Pending,minikube,minikube-m03,463,31,
2024-12-06 17:02:10.846,aeneas-pod-be-11,Running,minikube,minikube-m04,575,26,
2024-12-06 17:02:10.889,aeneas-pod-be-4,Pending,minikube,minikube-m03,463,31,
2024-12-06 17:02:10.917,julius-pod-be-12,Pending,minikube,minikube-m04,186,26,
2024-12-06 17:02:10.934,aeneas-pod-be-14,Pending,minikube,minikube-m04,482,26,
2024-12-06 17:02:10.939,julius-pod-be-12,Pending,minikube,minikube-m04,186,26,
2024-12-06 17:02:10.959,aeneas-pod-bu-16,Pending,minikube,minikube-m04,387,26,
2024-12-06 17:02:10.963,aeneas-pod-be-14,Pending,minikube,minikube-m04,482,26,
2024-12-06 17:02:10.969,aeneas-pod-be-18,Pending,minikube,minikube-m04,558,26,
2024-12-06 17:02:10.984,aeneas-pod-bu-16,Pending,minikube,minikube-m04,387,26,
2024-12-06 17:02:10.998,mrleo-pod-gu-20,Pending,minikube-m04,minikube-m04,186,0,
2024-12-06 17:02:11.001,aeneas-pod-be-18,Pending,minikube,minikube-m04,558,26,
2024-12-06 17:02:11.005,mrleo-pod-gu-20,Pending,minikube-m04,minikube-m04,186,0,
2024-12-06 17:02:11.007,julius-pod-bu-22,Pending,minikube-m03,minikube-m03,281,0,
2024-12-06 17:02:11.011,julius-pod-bu-22,Pending,minikube-m03,minikube-m03,281,0,
2024-12-06 17:02:11.013,julius-pod-bu-24,Pending,minikube-m04,minikube,193,26,
2024-12-06 17:02:11.017,julius-pod-bu-24,Pending,minikube-m04,minikube,193,26,
2024-12-06 17:02:11.103,julius-pod-bu-3,Running,minikube-m04,minikube,465,26,
2024-12-06 17:02:11.225,mrleo-pod-gu-7,Running,minikube-m03,minikube-m02,167,21,
2024-12-06 17:02:11.240,julius-pod-bu-5,Running,minikube-m03,minikube-m03,203,0,
2024-12-06 17:02:11.730,mrleo-pod-be-8,Pending,minikube-m02,minikube,295,21,
2024-12-06 17:02:11.753,mrleo-pod-be-8,Pending,minikube-m02,minikube,295,21,
2024-12-06 17:02:11.758,mrleo-pod-be-15,Pending,minikube-m02,minikube-m03,120,21,
2024-12-06 17:02:11.783,mrleo-pod-be-15,Pending,minikube-m02,minikube-m03,120,21,
2024-12-06 17:02:11.793,mrleo-pod-be-10,Running,minikube-m02,minikube,113,21,
2024-12-06 17:02:11.808,mrleo-pod-gu-19,Pending,minikube-m04,minikube,133,26,
2024-12-06 17:02:11.828,mrleo-pod-gu-19,Pending,minikube-m04,minikube,133,26,
2024-12-06 17:02:11.830,aeneas-pod-be-23,Pending,minikube,minikube-m03,323,31,
2024-12-06 17:02:11.834,aeneas-pod-be-23,Pending,minikube,minikube-m03,323,31,
2024-12-06 17:02:11.862,aeneas-pod-be-4,Running,minikube,minikube-m03,463,31,
2024-12-06 17:02:11.877,aeneas-pod-gu-6,Running,minikube,minikube-m02,516,21,
2024-12-06 17:02:11.889,aeneas-pod-bu-16,Running,minikube,minikube-m04,387,26,
2024-12-06 17:02:11.906,aeneas-pod-be-18,Running,minikube,minikube-m04,558,26,
2024-12-06 17:02:11.920,julius-pod-be-12,Running,minikube,minikube-m04,186,26,
2024-12-06 17:02:11.987,aeneas-pod-be-14,Running,minikube,minikube-m04,482,26,
2024-12-06 17:02:12.011,julius-pod-be-2,Running,minikube,minikube-m04,255,26,
2024-12-06 17:02:12.148,mrleo-pod-gu-20,Running,minikube-m04,minikube-m04,186,0,
