timestamp,pod_name,Status,initial_node,running_node,ran_delay,inter_node_delay
2024-12-06 15:17:34.522,aeneas-pod-bu-1,Pending,minikube,minikube-m02,322,21,
2024-12-06 15:17:34.532,julius-pod-bu-3,Pending,minikube,minikube,465,0,
2024-12-06 15:17:34.542,aeneas-pod-bu-1,Pending,minikube,minikube-m02,322,21,
2024-12-06 15:17:34.550,julius-pod-bu-3,Pending,minikube,minikube,465,0,
2024-12-06 15:17:34.556,julius-pod-bu-5,Pending,minikube,minikube-m02,203,21,
2024-12-06 15:17:34.558,mrleo-pod-gu-7,Pending,minikube-m02,minikube,167,21,
2024-12-06 15:17:34.562,julius-pod-bu-5,Pending,minikube,minikube-m02,203,21,
2024-12-06 15:17:34.571,mrleo-pod-gu-7,Pending,minikube-m02,minikube,167,21,
2024-12-06 15:17:34.581,mrleo-pod-be-9,Pending,minikube-m02,minikube-m02,159,0,
2024-12-06 15:17:34.587,mrleo-pod-be-9,Pending,minikube-m02,minikube-m02,159,0,
2024-12-06 15:17:34.596,aeneas-pod-be-11,Pending,minikube,minikube-m02,575,21,
2024-12-06 15:17:34.599,aeneas-pod-be-11,Pending,minikube,minikube-m02,575,21,
2024-12-06 15:17:35.155,julius-pod-be-2,Pending,minikube,minikube-m02,255,21,
2024-12-06 15:17:35.185,julius-pod-be-2,Pending,minikube,minikube-m02,255,21,
2024-12-06 15:17:35.188,aeneas-pod-gu-6,Pending,minikube,minikube,516,0,
2024-12-06 15:17:35.203,aeneas-pod-gu-6,Pending,minikube,minikube,516,0,
2024-12-06 15:17:35.213,mrleo-pod-be-10,Pending,minikube-m02,minikube,113,21,
2024-12-06 15:17:35.220,mrleo-pod-be-10,Pending,minikube-m02,minikube,113,21,
2024-12-06 15:17:35.774,mrleo-pod-gu-7,Running,minikube-m02,minikube,167,21,
2024-12-06 15:17:35.799,mrleo-pod-be-9,Running,minikube-m02,minikube-m02,159,0,
2024-12-06 15:17:35.812,aeneas-pod-be-4,Pending,minikube,minikube-m02,463,21,
2024-12-06 15:17:35.828,julius-pod-be-12,Pending,minikube,minikube-m02,186,21,
2024-12-06 15:17:35.843,aeneas-pod-be-4,Pending,minikube,minikube-m02,463,21,
2024-12-06 15:17:35.864,julius-pod-be-12,Pending,minikube,minikube-m02,186,21,
2024-12-06 15:17:35.871,aeneas-pod-be-14,Pending,minikube,minikube-m02,482,21,
2024-12-06 15:17:35.891,aeneas-pod-be-14,Pending,minikube,minikube-m02,482,21,
2024-12-06 15:17:35.925,aeneas-pod-bu-16,Pending,minikube,minikube-m02,387,21,
2024-12-06 15:17:35.928,aeneas-pod-be-18,Pending,minikube,minikube-m02,558,21,
2024-12-06 15:17:35.948,aeneas-pod-bu-16,Pending,minikube,minikube-m02,387,21,
2024-12-06 15:17:35.963,aeneas-pod-be-18,Pending,minikube,minikube-m02,558,21,
2024-12-06 15:17:35.967,mrleo-pod-gu-20,Pending,minikube-m02,minikube-m02,186,0,
2024-12-06 15:17:35.971,mrleo-pod-gu-20,Pending,minikube-m02,minikube-m02,186,0,
2024-12-06 15:17:35.973,julius-pod-bu-22,Pending,minikube,minikube-m02,281,21,
2024-12-06 15:17:35.975,julius-pod-bu-24,Pending,minikube,minikube,193,0,
2024-12-06 15:17:35.978,julius-pod-bu-22,Pending,minikube,minikube-m02,281,21,
2024-12-06 15:17:35.982,julius-pod-bu-24,Pending,minikube,minikube,193,0,
