timestamp,pod_name,Status,initial_node,running_node,ran_delay,inter_node_delay
2024-12-10 22:50:07.823,mrleo-pod-be-9,Succeeded,minikube-m02,minikube-m02,159,0,6279
2024-12-10 22:50:08.049,mrleo-pod-gu-7,Succeeded,minikube,minikube,167,0,6504
2024-12-10 22:50:08.689,mrleo-pod-be-9,Succeeded,minikube-m02,minikube-m02,159,0,7144
2024-12-10 22:50:08.835,mrleo-pod-gu-20,Succeeded,minikube-m02,minikube-m02,186,0,6053
2024-12-10 22:50:09.060,mrleo-pod-gu-7,Succeeded,minikube,minikube,167,0,7516
2024-12-10 22:50:09.342,mrleo-pod-be-10,Succeeded,minikube,minikube,113,0,7797
2024-12-10 22:50:09.802,mrleo-pod-gu-20,Succeeded,minikube-m02,minikube-m02,186,0,7020
2024-12-10 22:50:10.290,mrleo-pod-be-10,Succeeded,minikube,minikube,113,0,8745
2024-12-10 22:50:10.388,mrleo-pod-gu-19,Succeeded,minikube,minikube,133,0,7618
2024-12-10 22:50:10.420,mrleo-pod-be-8,Succeeded,minikube,minikube,295,0,8876
2024-12-10 22:50:11.010,mrleo-pod-be-15,Succeeded,minikube-m02,minikube-m02,120,0,8228
2024-12-10 22:50:11.252,mrleo-pod-be-8,Succeeded,minikube,minikube,295,0,9707
2024-12-10 22:50:11.402,mrleo-pod-gu-19,Succeeded,minikube,minikube,133,0,8628
2024-12-10 22:50:11.676,mrleo-pod-be-32,Succeeded,minikube,minikube,161,0,7423
2024-12-10 22:50:11.936,mrleo-pod-be-15,Succeeded,minikube-m02,minikube-m02,120,0,9154
2024-12-10 22:50:12.135,mrleo-pod-gu-17,Succeeded,minikube-m02,minikube-m02,128,0,9353
2024-12-10 22:50:12.674,mrleo-pod-be-32,Succeeded,minikube,minikube,161,0,8422
2024-12-10 22:50:12.871,julius-pod-bu-3,Succeeded,minikube,minikube,465,0,13327
2024-12-10 22:50:13.120,mrleo-pod-gu-17,Succeeded,minikube-m02,minikube-m02,128,0,12338
2024-12-10 22:50:13.251,julius-pod-bu-5,Succeeded,minikube-m02,minikube-m02,203,0,13707
2024-12-10 22:50:13.301,julius-pod-be-2,Succeeded,minikube-m02,minikube-m02,255,0,13756
2024-12-10 22:50:13.324,mrleo-pod-gu-33,Succeeded,minikube-m02,minikube-m02,129,0,9071
2024-12-10 22:50:13.824,julius-pod-bu-3,Succeeded,minikube,minikube,465,0,14279
2024-12-10 22:50:14.345,mrleo-pod-gu-33,Succeeded,minikube-m02,minikube-m02,129,0,12093
2024-12-10 22:50:14.376,julius-pod-be-2,Succeeded,minikube-m02,minikube-m02,255,0,14831
2024-12-10 22:50:14.406,julius-pod-bu-5,Succeeded,minikube-m02,minikube-m02,203,0,14862
2024-12-10 22:50:14.424,julius-pod-bu-24,Succeeded,minikube,minikube,193,0,13643
2024-12-10 22:50:14.443,mrleo-pod-bu-36,Succeeded,minikube-m02,minikube,75,21,8405
2024-12-10 22:50:14.529,julius-pod-bu-22,Succeeded,minikube-m02,minikube-m02,281,0,13746
2024-12-10 22:50:15.226,julius-pod-bu-24,Succeeded,minikube,minikube,193,0,14445
2024-12-10 22:50:15.360,mrleo-pod-bu-36,Succeeded,minikube-m02,minikube,75,21,9322
2024-12-10 22:50:15.603,julius-pod-bu-22,Succeeded,minikube-m02,minikube-m02,281,0,14822
2024-12-10 22:50:15.777,julius-pod-be-12,Succeeded,minikube-m02,minikube-m02,186,0,15000
2024-12-10 22:50:15.796,julius-pod-be-28,Succeeded,minikube-m02,minikube-m02,209,0,13543
2024-12-10 22:50:16.871,julius-pod-be-28,Succeeded,minikube-m02,minikube-m02,209,0,14619
2024-12-10 22:50:16.918,julius-pod-be-12,Succeeded,minikube-m02,minikube-m02,186,0,16137
2024-12-10 22:50:16.998,julius-pod-be-34,Succeeded,minikube,minikube,345,0,14745
2024-12-10 22:50:17.022,julius-pod-be-30,Succeeded,minikube,minikube,226,0,14769
2024-12-10 22:50:17.875,julius-pod-be-30,Succeeded,minikube,minikube,226,0,15623
2024-12-10 22:50:17.912,julius-pod-be-34,Succeeded,minikube,minikube,345,0,15659
2024-12-10 22:50:18.080,julius-pod-gu-27,Succeeded,minikube,minikube,245,0,15833
2024-12-10 22:50:18.111,julius-pod-be-31,Succeeded,minikube,minikube,136,0,15858
2024-12-10 22:50:18.202,julius-pod-gu-40,Succeeded,minikube-m02,minikube-m02,225,0,14170
2024-12-10 22:50:18.949,julius-pod-gu-27,Succeeded,minikube,minikube,245,0,16703
2024-12-10 22:50:19.037,julius-pod-be-31,Succeeded,minikube,minikube,136,0,16789
2024-12-10 22:50:19.203,julius-pod-gu-40,Succeeded,minikube-m02,minikube-m02,225,0,15165
2024-12-10 22:50:19.311,mrleo-pod-gu-43,Succeeded,minikube,minikube,157,0,15278
2024-12-10 22:50:19.430,mrleo-pod-bu-55,Succeeded,minikube-m02,minikube-m02,135,0,13294
2024-12-10 22:50:20.390,mrleo-pod-gu-43,Succeeded,minikube,minikube,157,0,16352
2024-12-10 22:50:20.714,mrleo-pod-bu-55,Succeeded,minikube-m02,minikube-m02,135,0,14583
2024-12-10 22:50:20.732,julius-pod-bu-49,Succeeded,minikube,minikube,126,0,14596
2024-12-10 22:50:20.781,julius-pod-bu-41,Succeeded,minikube,minikube,183,0,16749
2024-12-10 22:50:20.950,julius-pod-bu-53,Succeeded,minikube,minikube-m02,353,21,14819
2024-12-10 22:50:21.036,julius-pod-be-37,Succeeded,minikube-m02,minikube-m02,206,0,17003
2024-12-10 22:50:21.086,julius-pod-bu-35,Succeeded,minikube-m02,minikube-m02,281,0,17053
2024-12-10 22:50:21.492,julius-pod-bu-41,Succeeded,minikube,minikube,183,0,17455
2024-12-10 22:50:21.660,julius-pod-bu-49,Succeeded,minikube,minikube,126,0,15524
2024-12-10 22:50:21.793,julius-pod-bu-53,Succeeded,minikube,minikube-m02,353,21,15662
2024-12-10 22:50:21.809,julius-pod-bu-35,Succeeded,minikube-m02,minikube-m02,281,0,17777
2024-12-10 22:50:21.855,julius-pod-be-37,Succeeded,minikube-m02,minikube-m02,206,0,17817
2024-12-10 22:50:22.100,julius-pod-be-50,Succeeded,minikube-m02,minikube-m02,221,0,15964
2024-12-10 22:50:22.112,mrleo-pod-be-56,Succeeded,minikube-m02,minikube-m02,255,0,15976
2024-12-10 22:50:22.146,julius-pod-be-39,Succeeded,minikube,minikube-m02,325,21,18108
2024-12-10 22:50:22.910,julius-pod-be-39,Succeeded,minikube,minikube-m02,325,21,18877
2024-12-10 22:50:23.087,mrleo-pod-bu-63,Succeeded,minikube-m02,minikube,83,21,15015
2024-12-10 22:50:23.106,mrleo-pod-be-56,Succeeded,minikube-m02,minikube-m02,255,0,16975
2024-12-10 22:50:23.306,julius-pod-be-50,Succeeded,minikube-m02,minikube-m02,221,0,17177
2024-12-10 22:50:23.544,julius-pod-be-67,Succeeded,minikube-m02,minikube-m02,175,0,15466
2024-12-10 22:50:23.930,mrleo-pod-bu-63,Succeeded,minikube-m02,minikube,83,21,15852
2024-12-10 22:50:24.340,julius-pod-be-67,Succeeded,minikube-m02,minikube-m02,175,0,16262
2024-12-10 22:50:24.608,aeneas-pod-be-11,Succeeded,minikube-m02,minikube-m02,575,0,25069
2024-12-10 22:50:24.672,aeneas-pod-bu-1,Succeeded,minikube-m02,minikube-m02,322,0,25132
2024-12-10 22:50:25.258,julius-pod-bu-76,Succeeded,minikube-m02,minikube,237,21,14925
2024-12-10 22:50:25.290,julius-pod-be-64,Succeeded,minikube,minikube,604,0,17212
2024-12-10 22:50:25.320,mrleo-pod-bu-65,Succeeded,minikube-m02,minikube,162,21,17242
2024-12-10 22:50:25.340,aeneas-pod-gu-6,Succeeded,minikube,minikube,516,0,25804
2024-12-10 22:50:25.460,aeneas-pod-bu-1,Succeeded,minikube-m02,minikube-m02,322,0,25920
2024-12-10 22:50:25.501,aeneas-pod-be-11,Succeeded,minikube-m02,minikube-m02,575,0,25956
2024-12-10 22:50:25.740,aeneas-pod-be-4,Succeeded,minikube-m02,minikube-m02,463,0,26195
2024-12-10 22:50:25.779,aeneas-pod-be-18,Succeeded,minikube-m02,minikube-m02,558,0,25003
2024-12-10 22:50:25.879,julius-pod-bu-74,Succeeded,minikube-m02,minikube-m02,312,0,15546
2024-12-10 22:50:26.110,mrleo-pod-bu-65,Succeeded,minikube-m02,minikube,162,21,18038
2024-12-10 22:50:26.121,julius-pod-bu-76,Succeeded,minikube-m02,minikube,237,21,15788
2024-12-10 22:50:26.138,aeneas-pod-gu-6,Succeeded,minikube,minikube,516,0,26599
2024-12-10 22:50:26.150,julius-pod-be-64,Succeeded,minikube,minikube,604,0,18072
2024-12-10 22:50:26.668,aeneas-pod-be-4,Succeeded,minikube-m02,minikube-m02,463,0,27128
2024-12-10 22:50:26.776,julius-pod-bu-74,Succeeded,minikube-m02,minikube-m02,312,0,16444
2024-12-10 22:50:26.817,aeneas-pod-be-18,Succeeded,minikube-m02,minikube-m02,558,0,26035
2024-12-10 22:50:27.032,aeneas-pod-bu-16,Succeeded,minikube-m02,minikube-m02,387,0,26255
2024-12-10 22:50:27.108,aeneas-pod-be-26,Succeeded,minikube-m02,minikube-m02,300,0,24856
2024-12-10 22:50:27.114,julius-pod-be-69,Succeeded,minikube,minikube-m02,249,21,19036
2024-12-10 22:50:27.119,aeneas-pod-be-14,Succeeded,minikube-m02,minikube-m02,482,0,26336
2024-12-10 22:50:27.397,julius-pod-gu-60,Succeeded,minikube,minikube,286,0,19319
2024-12-10 22:50:27.918,aeneas-pod-be-14,Succeeded,minikube-m02,minikube-m02,482,0,27135
2024-12-10 22:50:27.940,aeneas-pod-be-26,Succeeded,minikube-m02,minikube-m02,300,0,25688
2024-12-10 22:50:28.071,julius-pod-be-69,Succeeded,minikube,minikube-m02,249,21,19999
2024-12-10 22:50:28.145,aeneas-pod-bu-16,Succeeded,minikube-m02,minikube-m02,387,0,27368
2024-12-10 22:50:28.274,julius-pod-be-72,Succeeded,minikube,minikube-m02,254,21,17946
