timestamp,pod_name,Status,initial_node,running_node,ran_delay,inter_node_delay
2024-06-11 15:47:15.139,aeneas-pod-bu-95,Pending,minikube,minikube,35,0
2024-06-11 15:47:16.895,aeneas-pod-bu-95,Running,minikube,minikube,35,0
2024-06-11 15:47:20.257,mrleo-pod-bu-43,Running,minikube-m02,minikube,40,11
2024-06-11 15:47:21.598,mrleo-pod-bu-43,Succeeded,minikube-m02,minikube,40,11
2024-06-11 15:47:22.303,mrleo-pod-bu-46,Pending,minikube-m02,minikube-m02,46,0
2024-06-11 15:47:22.328,mrleo-pod-bu-46,Pending,minikube-m02,minikube-m02,46,0
2024-06-11 15:47:22.402,mrleo-pod-bu-43,Succeeded,minikube-m02,minikube,40,11
2024-06-11 15:47:23.465,mrleo-pod-bu-46,Running,minikube-m02,minikube-m02,46,0
2024-06-11 15:47:27.777,julius-pod-bu-97,Pending,minikube,minikube,27,0
2024-06-11 15:47:27.790,julius-pod-bu-97,Pending,minikube,minikube,27,0
2024-06-11 15:47:29.924,julius-pod-bu-97,Running,minikube,minikube,27,0
2024-06-11 15:47:50.567,aeneas-pod-bu-85,Running,minikube-m02,minikube-m02,34,0
2024-06-11 15:47:52.106,aeneas-pod-bu-85,Succeeded,minikube-m02,minikube-m02,34,0
2024-06-11 15:47:52.872,aeneas-pod-bu-85,Succeeded,minikube-m02,minikube-m02,34,0
2024-06-11 15:47:54.545,julius-pod-bu-101,Pending,minikube-m02,minikube-m02,24,0
2024-06-11 15:47:54.603,julius-pod-bu-101,Pending,minikube-m02,minikube-m02,24,0
2024-06-11 15:47:56.218,julius-pod-bu-101,Running,minikube-m02,minikube-m02,24,0
2024-06-11 15:47:59.362,aeneas-pod-bu-86,Running,minikube-m02,minikube-m02,55,0
2024-06-11 15:48:00.630,aeneas-pod-bu-86,Succeeded,minikube-m02,minikube-m02,55,0
2024-06-11 15:48:01.493,aeneas-pod-bu-86,Succeeded,minikube-m02,minikube-m02,55,0
2024-06-11 15:48:02.572,julius-pod-bu-120,Pending,minikube-m02,minikube,51,11
2024-06-11 15:48:02.605,julius-pod-bu-120,Pending,minikube-m02,minikube,51,11
2024-06-11 15:48:04.846,julius-pod-bu-120,Running,minikube-m02,minikube,51,11
2024-06-11 15:48:45.246,mrleo-pod-bu-44,Running,minikube,minikube-m02,60,11
2024-06-11 15:48:46.647,mrleo-pod-bu-44,Succeeded,minikube,minikube-m02,60,11
2024-06-11 15:48:47.489,mrleo-pod-bu-44,Succeeded,minikube,minikube-m02,60,11
2024-06-11 15:48:48.645,aeneas-pod-bu-95,Running,minikube,minikube,35,0
2024-06-11 15:48:50.401,aeneas-pod-bu-95,Succeeded,minikube,minikube,35,0
2024-06-11 15:48:51.013,aeneas-pod-bu-95,Succeeded,minikube,minikube,35,0
2024-06-11 15:48:52.781,julius-pod-bu-121,Pending,minikube,minikube-m02,36,11
2024-06-11 15:48:52.812,julius-pod-bu-121,Pending,minikube,minikube-m02,36,11
