timestamp,node_name,CPU,RAM,storage
2024-06-11 14:58:58.838710,minikube,0.0,0.0,0.0
2024-06-11 14:58:58.838710,minikube-m02,0.0,0.0,0.0
2024-06-11 14:59:00.900208,minikube,13.542763967955947,53.030582702044235,62.5
2024-06-11 14:59:00.900208,minikube-m02,7.5,32.142857142857146,20.833333333333336
2024-06-11 14:59:02.982570,minikube,21.188038836922118,93.78218765306156,93.75
2024-06-11 14:59:02.982570,minikube-m02,14.586052604724987,55.10905132904487,62.5
2024-06-11 14:59:05.072903,minikube,20.39753572269507,89.67669264162488,93.75
2024-06-11 14:59:05.072903,minikube-m02,26.378907823437363,100,83.33333333333334
2024-06-11 14:59:07.159902,minikube,19.93787768560312,88.62312137749997,93.75
2024-06-11 14:59:07.159902,minikube-m02,26.462494659764978,100,83.33333333333334
2024-06-11 14:59:09.254622,minikube,21.869451811539776,93.98354069376519,93.75
2024-06-11 14:59:09.254622,minikube-m02,24.636079745310653,100,83.33333333333334
2024-06-11 14:59:11.360072,minikube,21.84263893363344,82.64030658420603,93.75
2024-06-11 14:59:11.360072,minikube-m02,21.931327072723427,90.19326001213945,83.33333333333334
2024-06-11 14:59:13.437903,minikube,20.794754029533426,81.6103612371659,93.75
2024-06-11 14:59:13.437903,minikube-m02,25.203942184995913,100,83.33333333333334
2024-06-11 14:59:15.515127,minikube,20.090051338698846,83.79186301493691,93.75
2024-06-11 14:59:15.515127,minikube-m02,26.853704949518658,100,83.33333333333334
2024-06-11 14:59:17.635484,minikube,21.93935773794745,81.28266794940795,93.75
2024-06-11 14:59:17.635484,minikube-m02,26.70012670789765,100,83.33333333333334
2024-06-11 14:59:19.724646,minikube,22.31487223249866,94.26590664394942,93.75
2024-06-11 14:59:19.724646,minikube-m02,24.44033272684275,92.991904393887,83.33333333333334
2024-06-11 14:59:21.831963,minikube,18.7701106263193,87.15599670006779,93.75
2024-06-11 14:59:21.831963,minikube-m02,26.579859944210977,99.90780497665138,83.33333333333334
2024-06-11 14:59:23.907167,minikube,21.631274868464065,84.97568204488029,93.75
2024-06-11 14:59:23.907167,minikube-m02,24.472017927177372,100,83.33333333333334
2024-06-11 14:59:25.987338,minikube,19.375819305438682,90.32790480743817,93.75
2024-06-11 14:59:25.987338,minikube-m02,21.283840439087435,100,83.33333333333334
2024-06-11 14:59:28.071026,minikube,21.66546659674583,88.9188492096874,93.75
2024-06-11 14:59:28.071026,minikube-m02,21.61301572590049,100,83.33333333333334
2024-06-11 14:59:30.153527,minikube,22.01971656130722,82.36978155527326,93.75
2024-06-11 14:59:30.153527,minikube-m02,21.250926076844117,100,83.33333333333334
2024-06-11 14:59:32.276066,minikube,22.007243277228902,96.2411634497258,93.75
2024-06-11 14:59:32.276066,minikube-m02,22.602168052385814,94.73336496221322,83.33333333333334
2024-06-11 14:59:34.353277,minikube,19.155637517776015,83.44748126044236,93.75
2024-06-11 14:59:34.353277,minikube-m02,25.99554679522938,97.36092751528015,83.33333333333334
2024-06-11 14:59:36.429901,minikube,20.229817413236784,88.38231928452215,93.75
2024-06-11 14:59:36.429901,minikube-m02,26.360370422653418,94.3532743753569,83.33333333333334
2024-06-11 14:59:38.511079,minikube,19.715311051843905,82.81717160887872,93.75
2024-06-11 14:59:38.511079,minikube-m02,24.055323849763266,98.26807900257276,83.33333333333334
2024-06-11 14:59:40.586530,minikube,19.322376234094634,90.72084164247086,93.75
2024-06-11 14:59:40.586530,minikube-m02,28.46646347473955,95.3198771913001,83.33333333333334
2024-06-11 14:59:42.710343,minikube,19.610948102281853,83.90753423970723,93.75
2024-06-11 14:59:42.710343,minikube-m02,25.147828862036853,93.76339892513363,83.33333333333334
2024-06-11 14:59:44.782195,minikube,22.020273297410768,89.64427191279891,93.75
2024-06-11 14:59:44.782195,minikube-m02,20.760764697594794,99.46666995780774,83.33333333333334
2024-06-11 14:59:46.858866,minikube,20.32921255714717,90.6680180372404,93.75
2024-06-11 14:59:46.858866,minikube-m02,23.339239074569353,100,83.33333333333334
2024-06-11 14:59:48.931761,minikube,22.378035455345856,85.50029331158419,93.75
2024-06-11 14:59:48.931761,minikube-m02,25.692348718017644,100,83.33333333333334
2024-06-11 14:59:51.004526,minikube,22.398475612852472,83.6394602760819,93.75
2024-06-11 14:59:51.004526,minikube-m02,25.07900270956607,86.43418906826948,83.33333333333334
2024-06-11 14:59:53.085840,minikube,20.386414738344,87.11923726028007,93.75
2024-06-11 14:59:53.085840,minikube-m02,22.473567657841574,93.17283309318088,83.33333333333334
2024-06-11 14:59:55.186296,minikube,21.01852990260636,86.86496351485971,93.75
2024-06-11 14:59:55.186296,minikube-m02,23.03898954166883,97.5864645657989,83.33333333333334
2024-06-11 14:59:57.377075,minikube,21.129375238527285,87.50201507177887,93.75
2024-06-11 14:59:57.377075,minikube-m02,23.740990286982388,100,83.33333333333334
2024-06-11 14:59:59.503684,minikube,20.240528187332956,91.74281101885639,93.75
2024-06-11 14:59:59.503684,minikube-m02,24.17831485305073,100,83.33333333333334
2024-06-11 15:00:02.020849,minikube,20.402615437956296,95.84715703661028,93.75
2024-06-11 15:00:02.020849,minikube-m02,23.700642280925983,100,83.33333333333334
2024-06-11 15:00:04.152280,minikube,22.405026332309596,90.89147558579124,93.75
2024-06-11 15:00:04.152280,minikube-m02,25.29348565084427,100,83.33333333333334
2024-06-11 15:00:06.334708,minikube,20.47359969115782,84.455468987503,93.75
2024-06-11 15:00:06.334708,minikube-m02,25.91669832323415,100,83.33333333333334
2024-06-11 15:00:08.481396,minikube,20.429723128254214,94.3512307812944,93.75
