timestamp,pod_name,Status,initial_node,running_node,ran_delay,inter_node_delay
2024-12-10 22:04:59.410,mrleo-pod-be-9,Succeeded,minikube-m02,minikube-m02,159,0,9094
2024-12-10 22:04:59.983,mrleo-pod-gu-7,Succeeded,minikube,minikube,167,0,9662
2024-12-10 22:05:00.176,mrleo-pod-be-9,Succeeded,minikube-m02,minikube-m02,159,0,9855
2024-12-10 22:05:00.675,mrleo-pod-gu-20,Succeeded,minikube-m02,minikube-m02,186,0,9023
2024-12-10 22:05:00.876,mrleo-pod-gu-7,Succeeded,minikube,minikube,167,0,10555
2024-12-10 22:05:01.603,mrleo-pod-be-10,Succeeded,minikube,minikube,113,0,11282
2024-12-10 22:05:01.722,mrleo-pod-gu-20,Succeeded,minikube-m02,minikube-m02,186,0,10069
2024-12-10 22:05:02.385,mrleo-pod-be-10,Succeeded,minikube,minikube,113,0,13564
2024-12-10 22:05:02.691,mrleo-pod-be-15,Succeeded,minikube-m02,minikube-m02,120,0,11032
2024-12-10 22:05:03.086,mrleo-pod-be-15,Succeeded,minikube-m02,minikube-m02,120,0,11433
2024-12-10 22:05:03.711,mrleo-pod-be-8,Succeeded,minikube,minikube,295,0,14890
2024-12-10 22:05:03.770,mrleo-pod-be-32,Succeeded,minikube,minikube,161,0,10578
2024-12-10 22:05:03.837,mrleo-pod-gu-19,Succeeded,minikube,minikube,133,0,13684
2024-12-10 22:05:03.959,mrleo-pod-be-32,Succeeded,minikube,minikube,161,0,10768
2024-12-10 22:05:04.914,mrleo-pod-be-8,Succeeded,minikube,minikube,295,0,16092
2024-12-10 22:05:05.062,mrleo-pod-gu-19,Succeeded,minikube,minikube,133,0,14913
2024-12-10 22:05:05.317,mrleo-pod-gu-17,Succeeded,minikube-m02,minikube-m02,128,0,15159
2024-12-10 22:05:05.623,mrleo-pod-gu-33,Succeeded,minikube-m02,minikube,129,21,13943
2024-12-10 22:05:05.792,mrleo-pod-bu-36,Succeeded,minikube-m02,minikube,75,21,11091
2024-12-10 22:05:06.679,mrleo-pod-gu-33,Succeeded,minikube-m02,minikube,129,21,14988
2024-12-10 22:05:06.937,mrleo-pod-gu-17,Succeeded,minikube-m02,minikube-m02,128,0,16780
2024-12-10 22:05:07.179,mrleo-pod-bu-36,Succeeded,minikube-m02,minikube,75,21,13977
2024-12-10 22:05:07.597,julius-pod-bu-3,Succeeded,minikube,minikube,465,0,18776
2024-12-10 22:05:08.741,julius-pod-be-12,Succeeded,minikube-m02,minikube-m02,186,0,18583
2024-12-10 22:05:08.786,julius-pod-bu-5,Succeeded,minikube-m02,minikube-m02,203,0,19973
2024-12-10 22:05:08.819,mrleo-pod-gu-43,Succeeded,minikube,minikube-m02,157,21,15617
2024-12-10 22:05:08.825,julius-pod-be-2,Succeeded,minikube-m02,minikube-m02,255,0,20004
