timestamp,pod_name,Status,initial_node,running_node,ran_delay,inter_node_delay
2024-06-11 17:23:11.499,mrleo-pod-gu-123,Pending,minikube,minikube-m02,88,11
2024-06-11 17:23:11.517,mrleo-pod-gu-123,Pending,minikube,minikube-m02,88,11
2024-06-11 17:23:11.809,aeneas-pod-gu-117,Succeeded,minikube,minikube,89,0
2024-06-11 17:23:12.846,mrleo-pod-gu-123,Running,minikube,minikube-m02,88,11
2024-06-11 17:23:33.094,aeneas-pod-gu-118,Running,minikube-m02,minikube,113,11
2024-06-11 17:23:34.367,aeneas-pod-gu-118,Succeeded,minikube-m02,minikube,113,11
2024-06-11 17:23:34.551,aeneas-pod-gu-135,Pending,minikube-m02,minikube,47,11
2024-06-11 17:23:34.563,aeneas-pod-gu-135,Pending,minikube-m02,minikube,47,11
2024-06-11 17:23:35.120,aeneas-pod-gu-118,Succeeded,minikube-m02,minikube,113,11
2024-06-11 17:23:36.239,aeneas-pod-gu-135,Running,minikube-m02,minikube,47,11
2024-06-11 17:23:58.706,mrleo-pod-gu-122,Running,minikube-m02,minikube-m02,86,0
2024-06-11 17:23:59.850,mrleo-pod-gu-122,Succeeded,minikube-m02,minikube-m02,86,0
