timestamp,pod_name,Status,initial_node,running_node,ran_delay,inter_node_delay
2024-12-08 18:21:11.041,mrleo-pod-be-9,Succeeded,minikube,minikube-m06,159,21,12577
2024-12-08 18:21:11.464,mrleo-pod-gu-7,Succeeded,minikube-m08,minikube-m07,167,21,14188
2024-12-08 18:21:11.893,mrleo-pod-be-9,Succeeded,minikube-m08,minikube-m03,159,21,17233
2024-12-08 18:21:12.075,mrleo-pod-be-10,Succeeded,minikube-m03,minikube-m08,113,21,15024
2024-12-08 18:21:12.202,mrleo-pod-gu-7,Succeeded,minikube-m08,minikube-m06,167,21,16054
2024-12-08 18:21:13.142,mrleo-pod-be-10,Succeeded,minikube,minikube-m06,113,21,16499
2024-12-08 18:21:13.256,mrleo-pod-gu-20,Succeeded,minikube-m03,minikube-m03,186,0,14512
2024-12-08 18:21:14.042,mrleo-pod-gu-20,Succeeded,minikube-m06,minikube-m06,186,0,13964
2024-12-08 18:21:14.399,julius-pod-bu-3,Succeeded,minikube-m06,minikube-m02,465,26,17685
2024-12-08 18:21:14.433,mrleo-pod-gu-19,Succeeded,minikube-m05,minikube-m08,133,26,17606
2024-12-08 18:21:14.619,mrleo-pod-be-15,Succeeded,minikube-m04,minikube-m03,120,21,15983
2024-12-08 18:21:14.629,mrleo-pod-be-8,Succeeded,minikube-m07,minikube-m03,295,21,19434
2024-12-08 18:21:14.638,julius-pod-bu-5,Succeeded,minikube-m03,minikube-m03,203,0,19430
2024-12-08 18:21:15.073,mrleo-pod-gu-19,Succeeded,minikube-m06,minikube-m07,133,26,14882
2024-12-08 18:21:15.119,julius-pod-bu-3,Succeeded,minikube-m02,minikube-m06,465,26,17302
2024-12-08 18:21:15.392,mrleo-pod-be-8,Succeeded,minikube-m03,minikube-m04,295,21,19049
2024-12-08 18:21:15.468,mrleo-pod-be-15,Succeeded,minikube-m06,minikube-m08,120,21,16979
2024-12-08 18:21:15.523,julius-pod-bu-5,Succeeded,minikube-m07,minikube-m07,203,0,19265
2024-12-08 18:21:15.540,julius-pod-be-2,Succeeded,minikube-m05,minikube-m08,255,26,18192
2024-12-08 18:21:15.724,mrleo-pod-be-32,Succeeded,minikube-m03,minikube-m07,161,21,18145
