timestamp,pod_name,Status,initial_node,running_node,ran_delay,inter_node_delay
2024-12-10 22:13:53.260,mrleo-pod-be-9,Succeeded,minikube-m02,minikube-m02,159,0,6564
2024-12-10 22:13:54.172,mrleo-pod-gu-7,Succeeded,minikube,minikube,167,0,7475
2024-12-10 22:13:54.224,mrleo-pod-be-10,Succeeded,minikube,minikube,113,0,7528
2024-12-10 22:13:54.457,mrleo-pod-be-9,Succeeded,minikube-m02,minikube-m02,159,0,7761
2024-12-10 22:13:55.699,mrleo-pod-gu-7,Succeeded,minikube,minikube,167,0,10508
2024-12-10 22:13:55.864,mrleo-pod-be-10,Succeeded,minikube,minikube,113,0,10668
2024-12-10 22:13:57.346,mrleo-pod-be-15,Succeeded,minikube-m02,minikube-m02,120,0,10896
2024-12-10 22:13:57.397,mrleo-pod-gu-20,Succeeded,minikube-m02,minikube-m02,186,0,10947
2024-12-10 22:13:57.922,mrleo-pod-be-15,Succeeded,minikube-m02,minikube-m02,120,0,11472
2024-12-10 22:13:58.226,mrleo-pod-gu-20,Succeeded,minikube-m02,minikube-m02,186,0,13295
2024-12-10 22:13:58.891,mrleo-pod-gu-19,Succeeded,minikube,minikube,133,0,13942
2024-12-10 22:13:59.011,mrleo-pod-be-8,Succeeded,minikube,minikube,295,0,15320
2024-12-10 22:14:00.019,mrleo-pod-be-8,Succeeded,minikube,minikube,295,0,16323
2024-12-10 22:14:00.272,mrleo-pod-gu-33,Succeeded,minikube-m02,minikube-m02,129,0,13698
2024-12-10 22:14:00.339,mrleo-pod-gu-19,Succeeded,minikube,minikube,133,0,15389
2024-12-10 22:14:00.362,mrleo-pod-gu-17,Succeeded,minikube-m02,minikube-m02,128,0,15412
2024-12-10 22:14:00.418,julius-pod-bu-5,Succeeded,minikube-m02,minikube-m02,203,0,16727
2024-12-10 22:14:00.656,mrleo-pod-be-32,Succeeded,minikube,minikube,161,0,14082
2024-12-10 22:14:00.851,mrleo-pod-gu-17,Succeeded,minikube-m02,minikube-m02,128,0,15901
2024-12-10 22:14:01.017,julius-pod-bu-5,Succeeded,minikube-m02,minikube-m02,203,0,17321
2024-12-10 22:14:01.143,mrleo-pod-gu-33,Succeeded,minikube-m02,minikube-m02,129,0,14577
2024-12-10 22:14:01.617,mrleo-pod-bu-36,Succeeded,minikube-m02,minikube-m02,75,0,13365
2024-12-10 22:14:01.716,julius-pod-be-12,Succeeded,minikube-m02,minikube-m02,186,0,16772
