timestamp,pod_name,status,initial_node,running_node,ran_delay,inter_node_delay,e2eDelay,queuing_delay,waiting_number
2024-12-12 15:54:34.330,aeneas-pod-bu-1,Pending,,,,,,,
2024-12-12 15:54:34.338,aeneas-pod-bu-1,Pending,,,,,,,
2024-12-12 15:54:34.342,julius-pod-bu-3,Pending,,,,,,,
2024-12-12 15:54:34.345,julius-pod-bu-3,Pending,,,,,,,
2024-12-12 15:54:34.350,julius-pod-bu-5,Pending,,,,,,,
2024-12-12 15:54:34.356,julius-pod-bu-5,Pending,,,,,,,
2024-12-12 15:54:34.360,mrleo-pod-gu-7,Pending,,,,,,,
2024-12-12 15:54:34.370,mrleo-pod-gu-7,Pending,,,,,,,
2024-12-12 15:54:34.376,mrleo-pod-be-9,Pending,,,,,,,
2024-12-12 15:54:34.379,mrleo-pod-be-9,Pending,,,,,,,
2024-12-12 15:54:34.390,aeneas-pod-be-11,Pending,,,,,,,
2024-12-12 15:54:34.392,aeneas-pod-be-11,Pending,,,,,,,
2024-12-12 15:54:34.975,julius-pod-be-2,Pending,,,,,,,
2024-12-12 15:54:34.987,julius-pod-be-2,Pending,,,,,,,
2024-12-12 15:54:34.995,aeneas-pod-gu-6,Pending,,,,,,,
2024-12-12 15:54:34.996,mrleo-pod-be-10,Pending,,,,,,,
2024-12-12 15:54:35.010,aeneas-pod-gu-6,Pending,,,,,,,
2024-12-12 15:54:35.017,mrleo-pod-be-10,Pending,,,,,,,
2024-12-12 15:54:35.125,mrleo-pod-gu-7,Running,,,,,,,
2024-12-12 15:54:35.507,julius-pod-bu-3,Running,,,,,,,
2024-12-12 15:54:35.599,aeneas-pod-be-4,Pending,,,,,,,
2024-12-12 15:54:35.610,aeneas-pod-be-4,Pending,,,,,,,
2024-12-12 15:54:35.628,julius-pod-be-12,Pending,,,,,,,
2024-12-12 15:54:35.630,aeneas-pod-be-14,Pending,,,,,,,
2024-12-12 15:54:35.633,julius-pod-be-12,Pending,,,,,,,
2024-12-12 15:54:35.649,aeneas-pod-bu-16,Pending,,,,,,,
2024-12-12 15:54:35.657,aeneas-pod-be-18,Pending,,,,,,,
2024-12-12 15:54:35.660,aeneas-pod-be-14,Pending,,,,,,,
2024-12-12 15:54:35.667,aeneas-pod-bu-16,Pending,,,,,,,
2024-12-12 15:54:35.668,mrleo-pod-gu-20,Pending,,,,,,,
2024-12-12 15:54:35.675,julius-pod-bu-22,Pending,,,,,,,
2024-12-12 15:54:35.678,aeneas-pod-be-18,Pending,,,,,,,
2024-12-12 15:54:35.682,julius-pod-bu-24,Pending,,,,,,,
2024-12-12 15:54:35.684,julius-pod-bu-22,Pending,,,,,,,
2024-12-12 15:54:35.687,mrleo-pod-gu-20,Pending,,,,,,,
2024-12-12 15:54:35.691,julius-pod-bu-24,Pending,,,,,,,
2024-12-12 15:54:35.918,mrleo-pod-be-9,Running,,,,,,,
2024-12-12 15:54:35.927,aeneas-pod-bu-1,Running,,,,,,,
2024-12-12 15:54:35.934,julius-pod-bu-5,Running,,,,,,,
2024-12-12 15:54:36.160,aeneas-pod-gu-6,Running,,,,,,,
2024-12-12 15:54:36.325,julius-pod-be-2,Running,,,,,,,
2024-12-12 15:54:36.352,aeneas-pod-be-11,Running,,,,,,,
2024-12-12 15:54:36.354,mrleo-pod-be-8,Pending,,,,,,,
2024-12-12 15:54:36.361,mrleo-pod-be-15,Pending,,,,,,,
2024-12-12 15:54:36.368,mrleo-pod-be-8,Pending,,,,,,,
2024-12-12 15:54:36.381,mrleo-pod-gu-19,Pending,,,,,,,
2024-12-12 15:54:36.384,mrleo-pod-be-15,Pending,,,,,,,
2024-12-12 15:54:36.389,mrleo-pod-gu-19,Pending,,,,,,,
2024-12-12 15:54:36.391,aeneas-pod-be-23,Pending,,,,,,,
2024-12-12 15:54:36.399,aeneas-pod-be-23,Pending,,,,,,,
2024-12-12 15:54:36.533,mrleo-pod-be-10,Running,,,,,,,
2024-12-12 15:54:36.539,julius-pod-bu-24,Running,,,,,,,
2024-12-12 15:54:36.962,mrleo-pod-be-9,Running,,,,,,,
2024-12-12 15:54:36.975,julius-pod-bu-22,Running,,,,,,,
2024-12-12 15:54:36.982,aeneas-pod-be-4,Running,,,,,,,
2024-12-12 15:54:37.037,aeneas-pod-bu-13,Pending,,,,,,,
2024-12-12 15:54:37.045,aeneas-pod-bu-21,Pending,,,,,,,
2024-12-12 15:54:37.048,aeneas-pod-bu-13,Pending,,,,,,,
2024-12-12 15:54:37.050,aeneas-pod-be-26,Pending,,,,,,,
2024-12-12 15:54:37.055,aeneas-pod-bu-21,Pending,,,,,,,
2024-12-12 15:54:37.059,julius-pod-be-28,Pending,,,,,,,
2024-12-12 15:54:37.061,aeneas-pod-be-26,Pending,,,,,,,
2024-12-12 15:54:37.066,julius-pod-be-28,Pending,,,,,,,
2024-12-12 15:54:37.070,julius-pod-be-30,Pending,,,,,,,
2024-12-12 15:54:37.074,julius-pod-be-30,Pending,,,,,,,
2024-12-12 15:54:37.077,mrleo-pod-be-32,Pending,,,,,,,
2024-12-12 15:54:37.081,mrleo-pod-be-32,Pending,,,,,,,
2024-12-12 15:54:37.083,julius-pod-be-34,Pending,,,,,,,
2024-12-12 15:54:37.088,julius-pod-be-34,Pending,,,,,,,
2024-12-12 15:54:37.170,mrleo-pod-gu-7,Running,,,,,,,
2024-12-12 15:54:37.444,aeneas-pod-be-18,Running,,,,,,,
2024-12-12 15:54:37.458,aeneas-pod-bu-16,Running,,,,,,,
2024-12-12 15:54:37.471,julius-pod-be-12,Running,,,,,,,
2024-12-12 15:54:37.703,mrleo-pod-gu-20,Running,,,,,,,
2024-12-12 15:54:37.757,aeneas-pod-be-14,Running,,,,,,,
2024-12-12 15:54:37.800,mrleo-pod-gu-19,Running,,,,,,,
2024-12-12 15:54:37.820,mrleo-pod-gu-17,Pending,,,,,,,
2024-12-12 15:54:37.826,mrleo-pod-be-8,Running,,,,,,,
2024-12-12 15:54:37.832,julius-pod-gu-27,Pending,,,,,,,
2024-12-12 15:54:37.847,mrleo-pod-gu-17,Pending,,,,,,,
2024-12-12 15:54:37.855,julius-pod-be-31,Pending,,,,,,,
2024-12-12 15:54:37.861,julius-pod-gu-27,Pending,,,,,,,
2024-12-12 15:54:37.874,julius-pod-be-31,Pending,,,,,,,
2024-12-12 15:54:38.064,julius-pod-be-28,Running,,,,,,,
2024-12-12 15:54:38.071,aeneas-pod-bu-21,Running,,,,,,,
2024-12-12 15:54:38.078,aeneas-pod-be-23,Running,,,,,,,
2024-12-12 15:54:38.085,mrleo-pod-be-15,Running,,,,,,,
2024-12-12 15:54:38.189,mrleo-pod-be-9,Succeeded,minikube-m03,minikube-m03,159,0,11497,19833,7
2024-12-12 15:54:38.198,julius-pod-be-34,Running,,,,,,,
2024-12-12 15:54:38.208,aeneas-pod-bu-13,Running,,,,,,,
2024-12-12 15:54:38.303,mrleo-pod-gu-7,Succeeded,minikube-m02,minikube-m02,167,0,11612,19636,8
2024-12-12 15:54:38.474,aeneas-pod-bu-25,Pending,,,,,,,
2024-12-12 15:54:38.483,mrleo-pod-gu-33,Pending,,,,,,,
2024-12-12 15:54:38.488,aeneas-pod-bu-25,Pending,,,,,,,
2024-12-12 15:54:38.493,mrleo-pod-bu-36,Pending,,,,,,,
2024-12-12 15:54:38.499,mrleo-pod-gu-33,Pending,,,,,,,
2024-12-12 15:54:38.505,aeneas-pod-gu-38,Pending,,,,,,,
2024-12-12 15:54:38.512,mrleo-pod-bu-36,Pending,,,,,,,
2024-12-12 15:54:38.516,julius-pod-gu-40,Pending,,,,,,,
2024-12-12 15:54:38.528,aeneas-pod-gu-38,Pending,,,,,,,
2024-12-12 15:54:38.531,julius-pod-gu-40,Pending,,,,,,,
2024-12-12 15:54:38.535,aeneas-pod-gu-42,Pending,,,,,,,
2024-12-12 15:54:38.546,aeneas-pod-gu-44,Pending,,,,,,,
2024-12-12 15:54:38.560,aeneas-pod-gu-42,Pending,,,,,,,
2024-12-12 15:54:38.570,aeneas-pod-gu-44,Pending,,,,,,,
2024-12-12 15:54:38.573,aeneas-pod-bu-46,Pending,,,,,,,
2024-12-12 15:54:38.580,aeneas-pod-bu-46,Pending,,,,,,,
2024-12-12 15:54:38.583,aeneas-pod-bu-48,Pending,,,,,,,
2024-12-12 15:54:38.592,aeneas-pod-bu-48,Pending,,,,,,,
2024-12-12 15:54:38.769,mrleo-pod-gu-20,Running,,,,,,,
2024-12-12 15:54:38.772,aeneas-pod-be-26,Running,,,,,,,
2024-12-12 15:54:38.859,mrleo-pod-be-32,Running,,,,,,,
2024-12-12 15:54:38.864,mrleo-pod-be-10,Running,,,,,,,
2024-12-12 15:54:38.877,julius-pod-gu-27,Running,,,,,,,
2024-12-12 15:54:38.889,julius-pod-be-30,Running,,,,,,,
2024-12-12 15:54:39.259,julius-pod-be-31,Running,,,,,,,
