timestamp,pod_name,Status,initial_node,running_node,ran_delay,inter_node_delay
2024-12-11 10:05:07.926,mrleo-pod-be-9,Succeeded,minikube,minikube-m08,159,21,5757
2024-12-11 10:05:08.831,mrleo-pod-be-9,Succeeded,minikube-m02,minikube-m08,159,21,6662
2024-12-11 10:05:08.955,mrleo-pod-gu-7,Succeeded,minikube-m02,minikube-m05,167,21,6787
2024-12-11 10:05:08.994,mrleo-pod-be-10,Succeeded,minikube,minikube-m06,113,21,6825
2024-12-11 10:05:09.792,mrleo-pod-gu-20,Succeeded,minikube-m04,minikube-m08,186,0,6290
2024-12-11 10:05:09.832,mrleo-pod-gu-7,Succeeded,minikube,minikube-m02,167,21,6293
2024-12-11 10:05:09.996,mrleo-pod-be-10,Succeeded,minikube-m08,minikube-m03,113,21,6756
2024-12-11 10:05:10.684,mrleo-pod-gu-20,Succeeded,minikube-m07,minikube-m04,186,0,7183
2024-12-11 10:05:10.866,mrleo-pod-gu-19,Succeeded,minikube,minikube-m03,133,26,7365
2024-12-11 10:05:11.302,mrleo-pod-be-15,Succeeded,minikube-m05,minikube-m04,120,21,6960
2024-12-11 10:05:11.319,mrleo-pod-be-8,Succeeded,minikube,minikube-m02,295,21,8042
2024-12-11 10:05:11.737,mrleo-pod-gu-19,Succeeded,minikube,minikube-m05,133,26,7091
2024-12-11 10:05:12.082,mrleo-pod-be-15,Succeeded,minikube-m07,minikube-m08,120,21,7466
2024-12-11 10:05:12.097,mrleo-pod-be-8,Succeeded,minikube-m06,minikube-m02,295,21,8663
2024-12-11 10:05:12.253,mrleo-pod-be-32,Succeeded,minikube-m05,minikube-m08,161,21,7105
2024-12-11 10:05:13.191,mrleo-pod-be-32,Succeeded,minikube,minikube-m02,161,21,6985
2024-12-11 10:05:13.220,mrleo-pod-gu-17,Succeeded,minikube-m04,minikube-m06,128,0,8525
2024-12-11 10:05:14.062,julius-pod-bu-3,Succeeded,minikube-m06,minikube-m02,465,26,10869
2024-12-11 10:05:14.093,mrleo-pod-bu-36,Succeeded,minikube-m05,minikube-m03,75,0,7020
2024-12-11 10:05:14.114,mrleo-pod-gu-17,Succeeded,minikube-m06,minikube-m08,128,0,9442
2024-12-11 10:05:14.282,julius-pod-bu-5,Succeeded,minikube-m06,minikube-m07,203,0,10766
2024-12-11 10:05:14.319,mrleo-pod-gu-33,Succeeded,minikube-m05,minikube-m08,129,0,7788
2024-12-11 10:05:14.590,julius-pod-be-2,Succeeded,minikube-m04,minikube-m08,255,26,11279
2024-12-11 10:05:14.930,julius-pod-bu-3,Succeeded,minikube-m04,minikube,465,26,11885
2024-12-11 10:05:14.954,mrleo-pod-bu-36,Succeeded,minikube-m08,minikube-m02,75,0,6513
2024-12-11 10:05:15.091,julius-pod-bu-24,Succeeded,minikube,minikube-m05,193,26,10098
2024-12-11 10:05:15.120,julius-pod-bu-5,Succeeded,minikube-m07,minikube-m08,203,0,11798
2024-12-11 10:05:15.148,mrleo-pod-gu-33,Succeeded,minikube-m07,minikube-m06,129,0,8854
2024-12-11 10:05:15.397,julius-pod-bu-22,Succeeded,minikube-m02,minikube-m07,281,0,10871
2024-12-11 10:05:15.442,julius-pod-be-2,Succeeded,minikube-m06,minikube-m03,255,26,11860
2024-12-11 10:05:15.660,julius-pod-be-12,Succeeded,minikube-m06,minikube-m08,186,26,10927
2024-12-11 10:05:16.000,julius-pod-bu-24,Succeeded,minikube-m02,minikube-m08,193,26,11259
2024-12-11 10:05:16.306,julius-pod-bu-22,Succeeded,minikube-m02,minikube-m08,281,0,12002
2024-12-11 10:05:16.478,julius-pod-be-12,Succeeded,minikube-m03,minikube-m04,186,26,11690
2024-12-11 10:05:17.341,julius-pod-be-30,Succeeded,minikube-m06,minikube,226,26,11308
2024-12-11 10:05:17.565,julius-pod-be-28,Succeeded,minikube,minikube-m05,209,0,11206
2024-12-11 10:05:17.583,julius-pod-be-34,Succeeded,minikube-m04,minikube-m03,345,21,11118
2024-12-11 10:05:18.396,julius-pod-be-28,Succeeded,minikube-m07,minikube-m08,209,0,12038
2024-12-11 10:05:18.420,julius-pod-be-34,Succeeded,minikube-m02,minikube-m03,345,21,11843
2024-12-11 10:05:18.442,julius-pod-be-30,Succeeded,minikube-m02,minikube-m04,226,26,12254
2024-12-11 10:05:18.657,mrleo-pod-gu-43,Succeeded,minikube-m05,minikube-m02,157,26,10770
2024-12-11 10:05:18.731,julius-pod-gu-27,Succeeded,minikube,minikube-m08,245,26,12466
2024-12-11 10:05:18.756,julius-pod-be-31,Succeeded,minikube-m08,minikube-m04,136,21,12181
2024-12-11 10:05:18.792,mrleo-pod-gu-47,Succeeded,minikube-m08,minikube-m03,141,0,10887
2024-12-11 10:05:19.468,julius-pod-gu-27,Succeeded,minikube-m06,minikube-m05,245,26,13186
2024-12-11 10:05:19.513,mrleo-pod-gu-43,Succeeded,minikube-m04,minikube-m07,157,26,11043
2024-12-11 10:05:19.578,julius-pod-be-31,Succeeded,minikube-m07,minikube-m06,136,21,13384
2024-12-11 10:05:19.639,mrleo-pod-gu-47,Succeeded,minikube-m04,minikube-m02,141,0,11692
2024-12-11 10:05:19.714,julius-pod-gu-40,Succeeded,minikube-m05,minikube,225,0,11185
2024-12-11 10:05:19.788,julius-pod-be-37,Succeeded,minikube-m05,minikube-m03,206,21,11405
2024-12-11 10:05:20.562,julius-pod-gu-40,Succeeded,minikube-m06,minikube-m02,225,0,12381
2024-12-11 10:05:20.754,julius-pod-be-37,Succeeded,minikube-m04,minikube-m03,206,21,12514
2024-12-11 10:05:22.061,mrleo-pod-gu-52,Succeeded,minikube-m07,minikube-m02,197,21,11634
2024-12-11 10:05:22.146,julius-pod-bu-41,Succeeded,minikube-m03,minikube-m07,183,21,13769
2024-12-11 10:05:22.190,mrleo-pod-be-56,Succeeded,minikube-m06,minikube,255,0,12122
2024-12-11 10:05:22.215,julius-pod-bu-35,Succeeded,minikube-m05,minikube-m08,281,0,14156
2024-12-11 10:05:22.242,julius-pod-be-39,Succeeded,minikube-m08,minikube-m03,325,21,14108
2024-12-11 10:05:22.256,julius-pod-bu-49,Succeeded,minikube-m04,minikube-m06,126,0,12048
2024-12-11 10:05:22.840,julius-pod-bu-35,Succeeded,minikube-m02,minikube-m06,281,0,14671
2024-12-11 10:05:22.870,mrleo-pod-gu-52,Succeeded,minikube-m03,minikube-m07,197,21,12498
2024-12-11 10:05:22.906,julius-pod-bu-41,Succeeded,minikube,minikube-m05,183,21,14856
2024-12-11 10:05:22.916,mrleo-pod-be-56,Succeeded,minikube-m02,minikube,255,0,12868
2024-12-11 10:05:22.946,julius-pod-be-39,Succeeded,minikube-m02,minikube-m08,325,21,14600
2024-12-11 10:05:23.073,julius-pod-bu-49,Succeeded,minikube-m04,minikube-m02,126,0,12989
2024-12-11 10:05:23.975,aeneas-pod-be-11,Succeeded,minikube-m07,minikube-m05,575,26,20636
2024-12-11 10:05:24.297,julius-pod-be-50,Succeeded,minikube-m04,minikube-m07,221,21,14094
2024-12-11 10:05:24.323,julius-pod-bu-53,Succeeded,minikube,minikube-m03,353,0,13685
