timestamp,pod_name,Status,initial_node,running_node,ran_delay,inter_node_delay
2024-12-06 15:36:32.538,aeneas-pod-bu-1,Pending,minikube-m02,minikube-m02,322,0,
2024-12-06 15:36:32.545,julius-pod-bu-3,Pending,minikube,minikube,465,0,
2024-12-06 15:36:32.554,aeneas-pod-bu-1,Pending,minikube-m02,minikube-m02,322,0,
2024-12-06 15:36:32.572,julius-pod-bu-3,Pending,minikube,minikube,465,0,
2024-12-06 15:36:32.575,julius-pod-bu-5,Pending,minikube-m02,minikube-m02,203,0,
2024-12-06 15:36:32.584,julius-pod-bu-5,Pending,minikube-m02,minikube-m02,203,0,
2024-12-06 15:36:32.586,mrleo-pod-gu-7,Pending,minikube,minikube,167,0,
2024-12-06 15:36:32.593,mrleo-pod-gu-7,Pending,minikube,minikube,167,0,
2024-12-06 15:36:32.595,mrleo-pod-be-9,Pending,minikube-m02,minikube-m02,159,0,
2024-12-06 15:36:32.596,aeneas-pod-be-11,Pending,minikube-m02,minikube-m02,575,0,
2024-12-06 15:36:32.600,mrleo-pod-be-9,Pending,minikube-m02,minikube-m02,159,0,
2024-12-06 15:36:32.611,aeneas-pod-be-11,Pending,minikube-m02,minikube-m02,575,0,
2024-12-06 15:36:33.181,julius-pod-be-2,Pending,minikube-m02,minikube-m02,255,0,
2024-12-06 15:36:33.211,julius-pod-be-2,Pending,minikube-m02,minikube-m02,255,0,
2024-12-06 15:36:33.214,aeneas-pod-gu-6,Pending,minikube,minikube,516,0,
2024-12-06 15:36:33.219,aeneas-pod-gu-6,Pending,minikube,minikube,516,0,
2024-12-06 15:36:33.237,mrleo-pod-be-10,Pending,minikube,minikube,113,0,
2024-12-06 15:36:33.241,mrleo-pod-be-10,Pending,minikube,minikube,113,0,
2024-12-06 15:36:33.763,mrleo-pod-be-9,Running,minikube-m02,minikube-m02,159,0,
2024-12-06 15:36:33.780,aeneas-pod-be-11,Running,minikube-m02,minikube-m02,575,0,
2024-12-06 15:36:33.813,julius-pod-bu-5,Running,minikube-m02,minikube-m02,203,0,
2024-12-06 15:36:33.838,aeneas-pod-bu-1,Running,minikube-m02,minikube-m02,322,0,
2024-12-06 15:36:33.844,aeneas-pod-be-4,Pending,minikube-m02,minikube-m02,463,0,
2024-12-06 15:36:33.864,julius-pod-be-12,Pending,minikube-m02,minikube-m02,186,0,
2024-12-06 15:36:33.879,aeneas-pod-be-4,Pending,minikube-m02,minikube-m02,463,0,
2024-12-06 15:36:33.893,julius-pod-be-12,Pending,minikube-m02,minikube-m02,186,0,
2024-12-06 15:36:33.916,aeneas-pod-be-14,Pending,minikube-m02,minikube-m02,482,0,
2024-12-06 15:36:33.924,aeneas-pod-be-14,Pending,minikube-m02,minikube-m02,482,0,
2024-12-06 15:36:33.929,aeneas-pod-bu-16,Pending,minikube-m02,minikube-m02,387,0,
2024-12-06 15:36:33.960,aeneas-pod-bu-16,Pending,minikube-m02,minikube-m02,387,0,
2024-12-06 15:36:33.995,aeneas-pod-be-18,Pending,minikube-m02,minikube-m02,558,0,
2024-12-06 15:36:34.000,aeneas-pod-be-18,Pending,minikube-m02,minikube-m02,558,0,
2024-12-06 15:36:34.002,mrleo-pod-gu-20,Pending,minikube-m02,minikube-m02,186,0,
2024-12-06 15:36:34.006,mrleo-pod-gu-20,Pending,minikube-m02,minikube-m02,186,0,
2024-12-06 15:36:34.007,julius-pod-bu-22,Pending,minikube-m02,minikube-m02,281,0,
2024-12-06 15:36:34.011,julius-pod-bu-22,Pending,minikube-m02,minikube-m02,281,0,
2024-12-06 15:36:34.012,julius-pod-bu-24,Pending,minikube,minikube,193,0,
2024-12-06 15:36:34.016,julius-pod-bu-24,Pending,minikube,minikube,193,0,
2024-12-06 15:36:34.431,aeneas-pod-gu-6,Running,minikube,minikube,516,0,
2024-12-06 15:36:34.674,mrleo-pod-gu-7,Running,minikube,minikube,167,0,
2024-12-06 15:36:34.714,mrleo-pod-be-10,Running,minikube,minikube,113,0,
2024-12-06 15:36:34.742,julius-pod-bu-3,Running,minikube,minikube,465,0,
2024-12-06 15:36:34.794,mrleo-pod-be-8,Pending,minikube,minikube,295,0,
2024-12-06 15:36:34.816,mrleo-pod-be-8,Pending,minikube,minikube,295,0,
2024-12-06 15:36:34.823,mrleo-pod-be-15,Pending,minikube-m02,minikube-m02,120,0,
2024-12-06 15:36:34.834,mrleo-pod-gu-19,Pending,minikube,minikube,133,0,
2024-12-06 15:36:34.839,mrleo-pod-be-15,Pending,minikube-m02,minikube-m02,120,0,
2024-12-06 15:36:34.843,aeneas-pod-be-23,Pending,minikube-m02,minikube-m02,323,0,
2024-12-06 15:36:34.849,mrleo-pod-gu-19,Pending,minikube,minikube,133,0,
2024-12-06 15:36:34.857,aeneas-pod-be-23,Pending,minikube-m02,minikube-m02,323,0,
2024-12-06 15:36:34.967,aeneas-pod-be-14,Running,minikube-m02,minikube-m02,482,0,
2024-12-06 15:36:34.976,mrleo-pod-gu-20,Running,minikube-m02,minikube-m02,186,0,
2024-12-06 15:36:34.989,julius-pod-be-2,Running,minikube-m02,minikube-m02,255,0,
2024-12-06 15:36:35.003,aeneas-pod-be-4,Running,minikube-m02,minikube-m02,463,0,
2024-12-06 15:36:35.014,aeneas-pod-be-18,Running,minikube-m02,minikube-m02,558,0,
2024-12-06 15:36:35.027,julius-pod-be-12,Running,minikube-m02,minikube-m02,186,0,
2024-12-06 15:36:35.593,aeneas-pod-bu-13,Pending,minikube,minikube,464,0,
2024-12-06 15:36:35.606,aeneas-pod-bu-21,Pending,minikube-m02,minikube-m02,399,0,
2024-12-06 15:36:35.612,aeneas-pod-bu-13,Pending,minikube,minikube,464,0,
2024-12-06 15:36:35.621,aeneas-pod-be-26,Pending,minikube-m02,minikube-m02,300,0,
2024-12-06 15:36:35.626,aeneas-pod-bu-21,Pending,minikube-m02,minikube-m02,399,0,
2024-12-06 15:36:35.629,julius-pod-be-28,Pending,minikube-m02,minikube-m02,209,0,
2024-12-06 15:36:35.645,aeneas-pod-be-26,Pending,minikube-m02,minikube-m02,300,0,
2024-12-06 15:36:35.653,julius-pod-be-30,Pending,minikube,minikube,226,0,
2024-12-06 15:36:35.661,mrleo-pod-be-32,Pending,minikube,minikube,161,0,
2024-12-06 15:36:35.672,julius-pod-be-28,Pending,minikube-m02,minikube-m02,209,0,
2024-12-06 15:36:35.678,julius-pod-be-30,Pending,minikube,minikube,226,0,
2024-12-06 15:36:35.681,julius-pod-be-34,Pending,minikube,minikube,345,0,
2024-12-06 15:36:35.690,mrleo-pod-be-32,Pending,minikube,minikube,161,0,
2024-12-06 15:36:35.699,julius-pod-be-34,Pending,minikube,minikube,345,0,
2024-12-06 15:36:35.715,julius-pod-bu-24,Running,minikube,minikube,193,0,
2024-12-06 15:36:35.726,mrleo-pod-gu-19,Running,minikube,minikube,133,0,
2024-12-06 15:36:35.736,mrleo-pod-be-8,Running,minikube,minikube,295,0,
2024-12-06 15:36:36.072,aeneas-pod-be-23,Running,minikube-m02,minikube-m02,323,0,
2024-12-06 15:36:36.430,mrleo-pod-be-15,Running,minikube-m02,minikube-m02,120,0,
2024-12-06 15:36:36.433,mrleo-pod-gu-17,Pending,minikube-m02,minikube-m02,128,0,
2024-12-06 15:36:36.441,aeneas-pod-bu-16,Running,minikube-m02,minikube-m02,387,0,
2024-12-06 15:36:36.445,julius-pod-gu-27,Pending,minikube,minikube,245,0,
2024-12-06 15:36:36.466,mrleo-pod-gu-17,Pending,minikube-m02,minikube-m02,128,0,
