timestamp,pod_name,Status,initial_node,running_node,ran_delay,inter_node_delay
2024-12-06 15:59:16.414,aeneas-pod-bu-1,Pending,minikube-m02,minikube-m02,322,0,
2024-12-06 15:59:16.431,aeneas-pod-bu-1,Pending,minikube-m02,minikube-m02,322,0,
2024-12-06 15:59:16.433,julius-pod-bu-3,Pending,minikube,minikube,465,0,
2024-12-06 15:59:16.437,julius-pod-bu-3,Pending,minikube,minikube,465,0,
2024-12-06 15:59:16.443,julius-pod-bu-5,Pending,minikube-m02,minikube-m02,203,0,
2024-12-06 15:59:16.449,julius-pod-bu-5,Pending,minikube-m02,minikube-m02,203,0,
2024-12-06 15:59:16.456,mrleo-pod-gu-7,Pending,minikube,minikube,167,0,
2024-12-06 15:59:16.461,mrleo-pod-be-9,Pending,minikube-m02,minikube-m02,159,0,
2024-12-06 15:59:16.469,mrleo-pod-gu-7,Pending,minikube,minikube,167,0,
2024-12-06 15:59:16.481,aeneas-pod-be-11,Pending,minikube-m02,minikube-m02,575,0,
2024-12-06 15:59:16.493,mrleo-pod-be-9,Pending,minikube-m02,minikube-m02,159,0,
2024-12-06 15:59:16.504,aeneas-pod-be-11,Pending,minikube-m02,minikube-m02,575,0,
2024-12-06 15:59:17.055,julius-pod-be-2,Pending,minikube-m02,minikube-m02,255,0,
2024-12-06 15:59:17.098,julius-pod-be-2,Pending,minikube-m02,minikube-m02,255,0,
2024-12-06 15:59:17.101,aeneas-pod-gu-6,Pending,minikube,minikube,516,0,
2024-12-06 15:59:17.120,aeneas-pod-gu-6,Pending,minikube,minikube,516,0,
2024-12-06 15:59:17.130,mrleo-pod-be-10,Pending,minikube,minikube,113,0,
2024-12-06 15:59:17.147,mrleo-pod-be-10,Pending,minikube,minikube,113,0,
2024-12-06 15:59:17.696,aeneas-pod-be-4,Pending,minikube-m02,minikube-m02,463,0,
2024-12-06 15:59:17.714,aeneas-pod-be-4,Pending,minikube-m02,minikube-m02,463,0,
2024-12-06 15:59:17.738,julius-pod-be-12,Pending,minikube-m02,minikube-m02,186,0,
2024-12-06 15:59:17.763,julius-pod-be-12,Pending,minikube-m02,minikube-m02,186,0,
2024-12-06 15:59:17.771,aeneas-pod-be-14,Pending,minikube-m02,minikube-m02,482,0,
2024-12-06 15:59:17.775,aeneas-pod-be-14,Pending,minikube-m02,minikube-m02,482,0,
