timestamp,pod_name,Status,initial_node,running_node,ran_delay,inter_node_delay
2024-12-11 11:27:46.301,mrleo-pod-be-9,Succeeded,minikube-m07,minikube-m04,159,0,14667
2024-12-11 11:27:46.472,mrleo-pod-gu-7,Succeeded,minikube,minikube-m03,167,0,14841
2024-12-11 11:27:47.201,mrleo-pod-be-9,Succeeded,minikube-m06,minikube-m04,159,0,15572
2024-12-11 11:27:47.427,mrleo-pod-gu-7,Succeeded,minikube,minikube-m02,167,0,15793
2024-12-11 11:27:47.462,mrleo-pod-be-10,Succeeded,minikube,minikube-m05,113,0,21141
2024-12-11 11:27:48.787,mrleo-pod-be-10,Succeeded,minikube-m05,minikube-m07,113,0,24985
2024-12-11 11:27:48.888,mrleo-pod-gu-20,Succeeded,minikube-m06,minikube-m02,186,0,22157
2024-12-11 11:27:49.482,mrleo-pod-gu-20,Succeeded,minikube-m05,minikube-m08,186,0,20943
2024-12-11 11:27:49.968,mrleo-pod-be-15,Succeeded,minikube-m04,minikube-m06,120,0,22592
2024-12-11 11:27:50.511,mrleo-pod-be-8,Succeeded,minikube,minikube-m07,295,0,21938
2024-12-11 11:27:50.527,mrleo-pod-gu-19,Succeeded,minikube-m04,minikube-m07,133,0,20437
2024-12-11 11:27:50.887,mrleo-pod-be-15,Succeeded,minikube-m07,minikube,120,0,23060
2024-12-11 11:27:51.225,mrleo-pod-be-8,Succeeded,minikube-m07,minikube-m06,295,0,23796
2024-12-11 11:27:51.278,mrleo-pod-gu-19,Succeeded,minikube-m08,minikube-m06,133,0,22232
2024-12-11 11:27:51.444,mrleo-pod-be-32,Succeeded,minikube-m05,minikube-m08,161,0,22483
2024-12-11 11:27:52.203,mrleo-pod-gu-33,Succeeded,minikube-m03,minikube-m07,129,0,23812
2024-12-11 11:27:52.243,julius-pod-bu-5,Succeeded,minikube-m08,minikube-m04,203,0,24167
2024-12-11 11:27:52.277,mrleo-pod-gu-17,Succeeded,minikube-m07,minikube-m03,128,0,21876
2024-12-11 11:27:52.462,mrleo-pod-be-32,Succeeded,minikube-m07,minikube-m08,161,0,23172
2024-12-11 11:27:52.680,julius-pod-bu-3,Succeeded,minikube-m07,minikube-m06,465,0,26502
2024-12-11 11:27:52.860,julius-pod-bu-5,Succeeded,minikube-m03,minikube-m06,203,0,26973
2024-12-11 11:27:52.878,mrleo-pod-gu-17,Succeeded,minikube-m05,minikube-m02,128,0,24965
2024-12-11 11:27:52.897,mrleo-pod-gu-33,Succeeded,minikube-m07,minikube,129,0,24213
2024-12-11 11:27:53.573,julius-pod-bu-3,Succeeded,minikube-m02,minikube-m07,465,0,26716
2024-12-11 11:27:53.670,mrleo-pod-bu-36,Succeeded,minikube-m02,minikube-m08,75,0,23428
2024-12-11 11:27:53.830,julius-pod-be-2,Succeeded,minikube-m02,minikube-m08,255,0,22694
2024-12-11 11:27:54.484,julius-pod-be-2,Succeeded,minikube-m08,minikube-m03,255,0,22952
2024-12-11 11:27:54.502,mrleo-pod-bu-36,Succeeded,minikube-m02,minikube-m08,75,0,20760
2024-12-11 11:27:54.590,mrleo-pod-gu-43,Succeeded,minikube-m03,minikube-m04,157,21,23668
2024-12-11 11:27:54.703,julius-pod-bu-22,Succeeded,minikube-m04,minikube-m08,281,0,23371
2024-12-11 11:27:54.835,julius-pod-be-12,Succeeded,minikube-m06,minikube-m07,186,0,26280
2024-12-11 11:27:55.203,julius-pod-bu-24,Succeeded,minikube-m06,minikube-m04,193,0,25008
2024-12-11 11:27:55.238,mrleo-pod-bu-55,Succeeded,minikube,minikube-m02,135,26,22546
2024-12-11 11:27:55.312,mrleo-pod-gu-43,Succeeded,minikube-m06,minikube-m03,157,21,25139
2024-12-11 11:27:55.499,julius-pod-be-12,Succeeded,minikube-m03,minikube-m07,186,0,26064
