timestamp,pod_name,Status,initial_node,running_node,ran_delay,inter_node_delay
2024-12-11 11:00:36.053,mrleo-pod-be-9,Succeeded,minikube-m07,minikube-m04,159,0,12690
2024-12-11 11:00:36.829,mrleo-pod-be-10,Succeeded,minikube-m05,minikube-m04,113,0,13475
2024-12-11 11:00:36.915,mrleo-pod-be-9,Succeeded,minikube-m02,minikube,159,0,21247
2024-12-11 11:00:37.283,mrleo-pod-gu-7,Succeeded,minikube-m05,minikube,167,0,18540
2024-12-11 11:00:37.592,mrleo-pod-gu-20,Succeeded,minikube-m08,minikube-m04,186,0,12893
2024-12-11 11:00:37.929,mrleo-pod-be-10,Succeeded,minikube-m05,minikube-m07,113,0,22404
2024-12-11 11:00:38.116,mrleo-pod-gu-7,Succeeded,minikube-m06,minikube-m02,167,0,20982
2024-12-11 11:00:38.486,mrleo-pod-gu-20,Succeeded,minikube,minikube-m02,186,0,18352
2024-12-11 11:00:39.428,mrleo-pod-gu-19,Succeeded,minikube-m04,minikube-m06,133,0,20811
2024-12-11 11:00:39.449,mrleo-pod-be-15,Succeeded,minikube,minikube-m07,120,0,17816
2024-12-11 11:00:39.460,mrleo-pod-be-8,Succeeded,minikube-m04,minikube-m07,295,0,18965
2024-12-11 11:00:40.210,mrleo-pod-gu-19,Succeeded,minikube-m06,minikube-m08,133,0,21115
2024-12-11 11:00:40.320,mrleo-pod-be-15,Succeeded,minikube-m07,minikube-m06,120,0,20329
2024-12-11 11:00:40.336,mrleo-pod-be-8,Succeeded,minikube-m08,minikube-m06,295,0,21385
2024-12-11 11:00:40.584,mrleo-pod-be-32,Succeeded,minikube-m08,minikube-m07,161,0,21231
2024-12-11 11:00:40.677,mrleo-pod-gu-17,Succeeded,minikube-m06,minikube-m04,128,21,18719
2024-12-11 11:00:41.409,mrleo-pod-be-32,Succeeded,minikube-m07,minikube-m06,161,0,20856
2024-12-11 11:00:41.533,mrleo-pod-gu-17,Succeeded,minikube-m03,minikube-m06,128,21,23087
2024-12-11 11:00:41.655,julius-pod-bu-5,Succeeded,minikube-m05,minikube-m02,203,0,23845
2024-12-11 11:00:41.845,mrleo-pod-gu-33,Succeeded,minikube-m07,minikube,129,21,21277
2024-12-11 11:00:41.928,julius-pod-bu-3,Succeeded,minikube-m02,minikube-m07,465,0,23842
2024-12-11 11:00:41.933,julius-pod-be-2,Succeeded,minikube-m03,minikube-m04,255,0,22149
2024-12-11 11:00:42.381,julius-pod-bu-5,Succeeded,minikube-m08,minikube-m06,203,0,20613
2024-12-11 11:00:42.604,julius-pod-bu-3,Succeeded,minikube-m08,minikube-m04,465,0,22188
2024-12-11 11:00:42.792,julius-pod-be-2,Succeeded,minikube,minikube-m02,255,0,24766
2024-12-11 11:00:42.905,mrleo-pod-gu-33,Succeeded,minikube-m03,minikube-m04,129,21,22231
2024-12-11 11:00:43.391,julius-pod-be-12,Succeeded,minikube-m04,minikube-m08,186,0,20823
2024-12-11 11:00:43.760,julius-pod-bu-22,Succeeded,minikube-m03,minikube-m07,281,0,23379
2024-12-11 11:00:44.083,julius-pod-be-12,Succeeded,minikube,minikube-m06,186,0,25071
2024-12-11 11:00:44.448,julius-pod-bu-24,Succeeded,minikube,minikube-m02,193,0,21818
2024-12-11 11:00:44.874,julius-pod-bu-22,Succeeded,minikube-m06,minikube-m03,281,0,22767
2024-12-11 11:00:45.378,julius-pod-bu-24,Succeeded,minikube,minikube-m08,193,0,25626
2024-12-11 11:00:45.895,julius-pod-be-34,Succeeded,minikube-m04,minikube-m06,345,0,22323
2024-12-11 11:00:45.997,julius-pod-be-30,Succeeded,minikube-m08,minikube-m03,226,0,22209
